artist,album,track,lyrics
Taylor Swift,Midnights,Snow On The Beach (feat. Lana Del Rey),"['One night a few moons ago I', ""Saw flecks of what could've been lights"", 'But it might just have been you', 'Passing by unbeknownst to me', 'Life is emotionally abusive', ""And time can't stop me quite like you did"", 'And my flight was awful, thanks for asking', ""I'm unglued, thanks to you"", ""And it's like snow at the beach"", ""Weird, but fuckin' beautiful"", 'Flying in a dream', 'Stars by the pocketful', 'You wanting me', 'Tonight feels impossible', ""But it's comin' down, no sound, it's all around"", 'Like snow on the beach', 'Like snow on the beach', 'Like snow on the beach', 'Like snow', 'This scene feels like what I once saw on a screen', ""I searched 'aurora borealis green'"", ""I've never seen"", 'Someone lit from within', 'Blurring out my periphery', 'My smile is like I won a contest', 'And to hide that would be so dishonest', ""And it's fine to fake it 'til you make it"", ""'Til you do"", ""'Til it's true"", ""Now it's like snow at the beach"", ""Weird, but fuckin' beautiful"", 'Flying in a dream', 'Stars by the pocketful', 'You wanting me', 'Tonight feels impossible', ""But it's comin' down, no sound, it's all around"", 'Like snow on the beach', 'Like snow on the beach', 'Like snow on the beach', 'Like snow', '', ""I can't speak, afraid to jinx it"", ""I don't even dare to wish it"", 'But your eyes are flying saucers from another planet', ""Now I'm all for you like Janet"", 'Can this be a real thing? Can it?', 'Are we falling like', 'Snow at the beach', ""Weird, but fuckin' beautiful"", 'Flying in a dream', 'Stars by the pocketful', 'You wanting me', 'Tonight feels impossible', ""But it's comin' down, no sound, it's all around"", 'Like snow on the beach', 'Like snow on the beach', 'Like snow on the beach', 'Like snow', ""But it's comin' down, no sound, it's all around"", ""Like snow on the beach (down, it's comin' down, it's comin' down, it's comin' down)"", 'Like snow on the beach', ""(It's comin' down, it's comin' down, it's comin' down, it's comin' down)"", '♪', ""(It's comin' down, it's comin' down, it's comin' down, it's comin' down)"", '♪', ""(Down, it's comin' down, it's comin' down, it's comin' down)"", '']"
Taylor Swift,Midnights,"You're On Your Own, Kid","['Summer went away', 'Still, the yearning stays', 'I play it cool with the best of them', 'I wait patiently', ""He's gonna notice me"", ""It's okay, we're the best of friends"", 'Anyway', 'I hear it in your voice', ""You're smoking with your boys"", ""I touch my phone as if it's your face"", ""I didn't choose this town"", 'I dream of getting out', ""There's just one who could make me stay"", 'All my days', 'From sprinkler splashes to fireplace ashes', 'I waited ages to see you there', 'I search the party of better bodies', 'Just to learn that you never cared', ""You're on your own, kid"", 'You always have been', '', 'I see the great escape', 'So long, Daisy May', 'I picked the petals, he loves me not', 'Something different bloomed', 'Writing in my room', 'I play my songs in the parking lot', ""I'll run away"", 'From sprinkler splashes to fireplace ashes', 'I called a taxi to take me there', 'I search the party of better bodies', ""Just to learn that my dreams aren't rare"", ""You're on your own, kid"", 'You always have been', '♪', 'From sprinkler splashes to fireplace ashes', 'I gave my blood, sweat, and tears for this', 'I hosted parties and starved my body', ""Like I'd be saved by a perfect kiss"", ""The jokes weren't funny, I took the money"", ""My friends from home don't know what to say"", 'I looked around in a blood-soaked gown', ""And I saw something they can't take away"", ""'Cause there were pages turned with the bridges burned"", 'Everything you lose is a step you take', 'So make the friendship bracelets', 'Take the moment and taste it', ""You've got no reason to be afraid"", ""You're on your own, kid"", 'Yeah, you can face this', ""You're on your own, kid"", 'You always have been', '']"
Taylor Swift,Midnights,Midnight Rain,"['Rain, he wanted it comfortable', 'I wanted that pain', 'He wanted a bride', 'I was making my own name', 'Chasing that fame', 'He stayed the same', 'All of me changed like midnight', '♪', 'My town was a wasteland', 'Full of cages, full of fences', 'Pageant queens and big pretenders', 'But for some, it was paradise', 'My boy was a montage', 'A slow-motion, love potion', 'Jumping off things in the ocean', ""I broke his heart 'cause he was nice"", 'He was sunshine, I was midnight rain', 'He wanted it comfortable', 'I wanted that pain', 'He wanted a bride', 'I was making my own name', 'Chasing that fame', 'He stayed the same', 'All of me changed like midnight', 'It came like a postcard', 'Picture perfect, shiny family', 'Holiday, peppermint candy', ""But for him it's every day"", 'So I peered through a window', 'A deep portal, time travel', 'All the love we unravel', 'And the life I gave away', ""'Cause he was sunshine"", 'I was midnight rain', 'He wanted it comfortable', 'I wanted that pain', 'He wanted a bride', 'I was making my own name', 'Chasing that fame', 'He stayed the same', 'All of me changed', 'Like midnight', 'Rain, he wanted it comfortable', 'I wanted that pain', 'He wanted a bride', 'I was making my own name', 'Chasing that fame', 'He stayed the same', 'All of me changed', 'Like midnight', 'I guess sometimes we all get', 'Just what we wanted, just what we wanted', 'And he never thinks of me', ""Except when I'm on TV"", 'I guess sometimes we all get', 'Some kind of haunted, some kind of haunted', 'And I never think of him', 'Except on midnights like this (midnights like this)', '']"
Taylor Swift,Midnights,Question...?,"['I remember', 'Good girl, sad boy', 'Big city, wrong choices', ""We had one thing goin' on"", ""I swear that it was somethin'"", ""'Cause I don't remember who I was"", 'Before you painted all my nights', ""A color I've searched for since"", 'But one thing after another', ""Fuckin' situations, circumstances"", 'Miscommunications and I', 'Have to say, by the way', 'I just may like some explanations', 'Can I ask you a question?', 'Did you ever have someone kiss you in a crowded room', ""And every single one of your friends was makin' fun of you"", ""But 15 seconds later, thеy were clappin' too?"", 'Then what did you do?', 'Did you lеave her house in the middle of the night? (Oh)', ""Did you wish you'd put up more of a fight (oh)"", 'When she said it was too much?', 'Do you wish you could still touch her?', ""It's just a question"", 'Half-moon eyes, bad surprise', 'Did you realize out of time?', 'She was on your mind with some dickhead guy', 'That you saw that night', ""But you were on somethin'"", 'It was one drink after another', ""Fuckin' politics and gender roles"", ""And you're not sure and I don't know"", 'Got swept away in the gray', 'I just may like to have a conversation', 'Can I ask you a question?', 'Did you ever have someone kiss you in a crowded room', ""And every single one of your friends was makin' fun of you"", ""But 15 seconds later, they were clappin' too?"", 'Then what did you do?', 'Did you leave her house in the middle of the night? (Oh)', ""Did you wish you'd put up more of a fight (oh)"", 'When she said it was too much?', 'Do you wish you could still touch her?', ""It's just a question"", ""Does it feel like everything's just like"", 'Second best after that meteor strike?', ""And what's that that I heard? That you're still with her?"", ""That's nice, I'm sure that's what's suitable"", '', 'And right, but tonight', 'Can I ask you a question? (Can I ask you a question?)', 'Did you ever have someone kiss you in a crowded room (in a crowded room)', ""And every single one of your friends was makin' fun of you (makin' fun of you)"", ""But 15 seconds later, they were clappin' too?"", 'Then what did you do? (Do)', 'Did you leave her house in the middle of the night? (Oh)', ""Did you wish you'd put up more of a fight (oh) (more of a fight)"", 'When she said it was too much?', 'Do you wish you could still touch her?', ""It's just a question"", '']"
Taylor Swift,Midnights,Vigilante Shit,"['Draw the cat eye, sharp enough to kill a man', ""You did some bad things, but I'm the worst of them"", 'Sometimes I wonder which one will be your last lie', 'They say looks can kill and I might try', ""I don't dress for women"", ""I don't dress for men"", ""Lately, I've been dressing for revenge"", ""I don't start shit, but I can tell you how it ends"", ""Don't get sad, get even"", 'So on the weekends', ""I don't dress for friends"", ""Lately, I've been dressing for revenge"", 'She needed cold hard proof so I gave her some', 'She had the envelope, where you think she got it from?', 'Now she gets the house, gets the kids, gets the pride', 'Picture me thick as thieves with your ex-wife', 'And she looks so pretty', 'Driving in your Benz', ""Lately, she's been dressing for revenge"", ""She don't start shit, but she can tell you how it ends"", ""Don't get sad, get even"", 'So on the weekends', ""She don't dress for friends"", ""Lately, she's been dressing for revenge"", 'Ladies always rise above', 'Ladies know what people want', 'Someone sweet and kind and fun', 'The lady simply had enough', 'While he was doing lines', 'And crossing all of mine', 'Someone told his white collar crimes to the FBI', ""And I don't dress for villains"", 'Or for innocents', ""I'm on my vigilante shit again"", ""I don't start shit, but I can tell you how it ends"", ""Don't get sad, get even"", 'So on the weekends', ""I don't dress for friends"", ""Lately, I've been dressing for revenge"", '']"
Taylor Swift,Midnights,Bejeweled,"[""Baby love, I think I've been a little too kind"", ""Didn't notice you walking all over my peace of mind"", 'In the shoes I gave you as a present', 'Putting someone first only works', ""When you're in their top 5"", 'And by the way', ""I'm going out tonight"", ""Best believe I'm still bejeweled"", 'When I walk in the room', 'I can still make the whole place shimmer', 'And when I meet the band', 'They ask, ""Do you have a man?""', 'I could still say, ""I don\'t remember""', 'Familiarity breeds contempt', ""Don't put me in the basement"", 'When I want the penthouse of your heart', 'Diamonds in my eyes', 'I polish up real', 'I polish up real nice', '♪', 'Nice!', '♪', ""Baby boy, I think I've been too good of a girl"", '(Too good of a girl)', 'Did all the extra credit then got graded on a curve', ""I think it's time to teach some lessons"", 'I made you my world', 'Have you heard', 'I can reclaim the land', 'And I miss you', 'But I miss sparkling', ""Best believe I'm still bejeweled"", 'When I walk in the room', 'I can still make the whole place shimmer', 'And when I meet the band', 'They ask, ""Do you have a man?""', 'I could still say, ""I don\'t remember""', 'Familiarity breeds contempt', ""Don't put me in the basement"", 'When I want the penthouse of your heart', 'Diamonds in my eyes', 'I polish up real', 'I polish up real nice', '♪', 'Nice!', '♪', 'Sapphire tears on my face', 'Sadness became my whole sky', ""But some guy said my aura's moonstone"", ""Just 'cause he was high"", ""And we're dancing all night"", 'And you can try', 'To change my mind', 'But you might have to wait in line', ""What's a girl gonna do?"", ""A diamond's gotta shine"", ""Best believe I'm still bejeweled"", 'When I walk in the room', 'I can still make the whole place shimmer', 'And when I meet the band', 'They ask, ""Do you have a man?""', 'I could still say, ""I don\'t remember""', 'Familiarity breeds contempt', ""Don't put me in the basement"", 'When I want the penthouse of your heart', 'Diamonds in my eyes', 'I polish up real', 'I polish up real nice', ""And we're dancing all night"", 'And you can try', 'To change my mind', 'But you might have to wait in line', ""What's a girl gonna do?"", ""What's a girl gonna do?"", 'I polish up nice', ""Best believe I'm still bejeweled"", 'When I walk in the room', 'I can still make the whole place shimmer', '']"
Taylor Swift,Midnights,Labyrinth,"['It only hurts this much right now', 'Was what I was thinking the whole time', '', 'Breathe in, breathe through', 'Breathe deep, breathe out', ""I'll be getting over you my whole life"", 'You know how scared I am of elevators', 'Never trust it if it rises fast', ""It can't last"", '', ""Uh oh, I'm falling in love"", ""Oh no, I'm falling in love again"", ""Oh, I'm falling in love"", 'I thought the plane was going down', ""How'd you turn it right around"", '♪', 'It only feels this raw right now', 'Lost in the labyrinth of my mind', '', 'Break up, break free, break through, break down', 'You would break your back to make me break a smile', 'You know how much I hate that everybody just expects me to bounce back', 'Just like that', ""Uh oh, I'm falling in love"", ""Oh no, I'm falling in love again"", ""Oh, I'm falling in love"", 'I thought the plane was going down', ""How'd you turn it right around"", ""Uh oh, I'm falling in love"", ""Oh no, I'm falling in love again"", ""Oh, I'm falling in love"", 'I thought the plane was going down', ""How'd you turn it right around"", ""Uh oh, I'm falling in love"", ""Oh no, I'm falling in love again"", ""Oh, I'm falling in love"", 'I thought the plane was going down', ""How'd you turn it right around"", ""Uh oh, I'm falling in love"", ""Oh no, I'm falling in love again"", ""Oh, I'm falling in love"", 'I thought the plane was going down', ""How'd you turn it right around"", '']"
Taylor Swift,Midnights,Karma,"[""You're talking shit for the hell of it"", ""Addicted to betrayal, but you're relevant"", ""You're terrified to look down"", ""'Cause if you dare, you'll see the glare"", 'Of everyone you burned just to get there', ""It's coming back around"", 'And I keep my side of the street clean', ""You wouldn't know what I mean"", ""'Cause karma is my boyfriend"", 'Karma is a god', 'Karma is the breeze in my hair on the weekend', ""Karma's a relaxing thought"", ""Aren't you envious that for you it's not?"", 'Sweet like honey, karma is a cat', ""Purring in my lap 'cause it loves me"", 'Flexing like a goddamn acrobat', 'Me and karma vibe like that', 'Spider-boy, king of thieves', 'Weave your little webs of opacity', 'My pennies made your crown', 'Trick me once, trick me twice', ""Don't you know that cash ain't the only price?"", ""It's coming back around"", 'And I keep my side of the street clean', ""You wouldn't know what I mean"", ""'Cause karma is my boyfriend"", 'Karma is a god', 'Karma is the breeze in my hair on the weekend', ""Karma's a relaxing thought"", ""Aren't you envious that for you it's not?"", 'Sweet like honey, karma is a cat', ""Purring in my lap 'cause it loves me"", 'Flexing like a goddamn acrobat', 'Me and karma vibe like that', 'Ask me what I learned from all those years', 'Ask me what I earned from all those tears', ""Ask me why so many fade, but I'm still here"", ""(I'm still, I'm still here)"", ""'Cause karma is the thunder"", 'Rattling your ground', ""Karma's on your scent like a bounty hunter"", ""Karma's gonna track you down"", 'Step by step from town to town', 'Sweet like justice, karma is a queen', 'Karma takes all my friends to the summit', 'Karma is the guy on the screen', 'Coming straight home to me', ""'Cause karma is my boyfriend (karma is my boyfriend)"", 'Karma is a god', 'Karma is the breeze in my hair on the weekend (weekend)', ""Karma's a relaxing thought"", ""Aren't you envious that for you it's not?"", 'Sweet like honey, karma is a cat', ""Purring in my lap 'cause it loves me"", 'Flexing like a goddamn acrobat', 'Me and karma vibe like that', 'Karma is my boyfriend', 'Karma is a god', '♪', ""Karma's a relaxing thought"", '']"
Taylor Swift,Midnights,Sweet Nothing,"['I spy with my little tired eye', 'Tiny as a firefly', 'A pebble that we picked up last July', 'Down deep inside your pocket', 'We almost forgot it', 'Does it ever miss Wicklow sometimes?', '♪', 'They said the end is coming', ""Everyone's up to something"", 'I find myself running home to your sweet nothings', ""Outside, they're push and shoving"", ""You're in the kitchen humming"", 'All that you ever wanted from me was sweet nothing', '♪', 'On the way home', 'I wrote a poem', 'You say, ""What a mind""', 'This happens all the time', '♪', ""'Cause they said the end is coming"", ""Everyone's up to something"", 'I find myself running home to your sweet nothings', ""Outside, they're push and shoving"", ""You're in the kitchen humming"", 'All that you ever wanted from me was nothing', 'Industry disruptors and soul deconstructors', 'And smooth-talking hucksters out glad-handing each other', 'And the voices that implore, ""You should be doing more""', ""To you, I can admit that I'm just too soft for all of it"", '♪', 'They said the end is coming', ""Everyone's up to something"", 'I find myself running home to your sweet nothings', ""Outside, they're push and shoving"", ""You're in the kitchen humming"", 'All that you ever wanted from me was sweet nothing', 'They said the end is coming (they said the end is coming)', ""Everyone's up to something (everyone's up to something)"", 'I find myself running home to your sweet nothings', ""Outside, they're push and shoving (outside, they're push and shoving)"", ""You're in the kitchen humming (you're in the kitchen humming)"", 'All that you ever wanted from me was sweet nothing', '']"
Taylor Swift,Midnights,Mastermind,"['Once upon a time', 'The planets and the fates and all the stars aligned', 'You and I ended up in the same room at the same time', 'And the touch of a hand lit the fuse', 'Of a chain reaction of countermoves', 'To assess the equation of you', ""Checkmate, I couldn't lose"", 'What if I told you none of it was accidental?', 'And the first night that you saw me', 'Nothing was gonna stop me', 'I laid the groundwork, and then just like clockwork', 'The dominoes cascaded in a line', ""What if I told you I'm a mastermind?"", ""And now you're mine"", 'It was all by design', ""'Cause I'm a mastermind"", 'You see, all the wisest women had to do it this way', ""'Cause we were born to be the pawn in every lover's game"", 'If you fail to plan, you plan to fail', 'Strategy sets the scene for the tale', ""I'm the wind in our free-flowing sails"", 'And the liquor in our cocktails', 'What if I told you none of it was accidental?', 'And the first night that you saw me I knew I wanted your body', 'I laid the groundwork, and then just like clockwork', 'The dominoes cascaded in a line', ""What if I told you I'm a mastermind?"", ""And now you're mine"", 'It was all my design', ""'Cause I'm a mastermind"", 'No one wanted to play with me as a little kid', ""So I've been scheming like a criminal ever since"", 'To make them love me and make it seem effortless', ""This is the first time I've felt the need to confess"", 'And I swear', ""I'm only cryptic and Machiavellian 'cause I care"", 'So I told you none of it was accidental?', 'And the first night that you saw me', 'Nothing was gonna stop me', 'I laid the groundwork, and then saw a wide smirk', 'On your face, you knew the entire time', ""You knew that I'm a mastermind"", ""And now you're mine"", 'Yeah, all you did was smile', ""'Cause I'm a mastermind"", '']"
Taylor Swift,Red (Taylor's Version),State Of Grace (Taylor's Version),"[""I'm walking fast through the traffic lights"", 'Busy streets and busy lives', 'And all we know is touch and go', 'We are alone with our changing minds', ""We fall in love 'til it hurts or bleeds or fades in time"", '♪', 'And I never (I never)', 'Saw you coming', '♪', ""And I'll never (never)"", 'Be the same', '♪', 'You come around and the armor falls', 'Pierce the room like a cannonball', ""Now all we know is don't let go"", 'We are alone, just you and me', 'Up in your room and our slates are clean', 'Just twin fire signs, four blue eyes', 'So you were never a saint and I loved in shades of wrong', 'We learn to live with the pain, mosaic broken hearts', 'But this love is brave and wild', 'And I never (I never)', 'Saw you coming', '♪', ""And I'll never (never)"", 'Be the same', '', 'This is a state of grace', 'This is the worthwhile fight', 'Love is a ruthless game', 'Unless you play it good and right', 'These are the hands of fate', ""You're my Achilles' heel"", 'This is the golden age of something good and right and real', 'And I never (never)', 'Saw you coming', '♪', ""And I'll never"", 'Be the same, oh, oh', 'And I never (never)', 'Saw you coming', '♪', ""And I'll never (never)"", 'Be the same', '♪', 'This is a state of grace', 'This is the worthwhile fight', 'Love is a ruthless game', 'Unless you play it good and right', '']"
Taylor Swift,Red (Taylor's Version),Red (Taylor's Version),"['Loving him is like driving a new Maserati down a dead-end street', '', 'Faster than the wind, passionate as sin, ending so suddenly', 'Loving him is like trying to change your mind', ""Once you're already flying through the free fall"", '', 'Like the colors in autumn, so bright, just before they lose it all', ""Losing him was blue like I'd never known"", 'Missing him was dark gray, all alone', ""Forgetting him was like tryin' know somebody you never met"", 'But loving him was red', '♪', 'Loving him was red', '♪', 'Touching him was like realizing all you ever wanted', 'Was right there in front of you', 'Memorizing him was as easy as knowing all the words', 'To your old favorite song', 'Fighting with him was like trying to solve a crossword', ""And realizing there's no right answer"", 'Regretting him was like wishing you never found out', 'That love could be that strong', ""Losing him was blue like I'd never known"", 'Missing him was dark gray, all alone', ""Forgetting him was like tryin' know somebody you never met"", 'But loving him was red', 'Oh, red', 'Burning red', '♪', 'Remembering him comes in flashbacks and echoes', 'Tell myself, ""It\'s time now, gotta let go""', 'But moving on from him is impossible', 'When I still see it all in my head', 'In burning red', '♪', 'Burning, it was red', ""Oh, losing him was blue like I'd never known"", 'Missing him was dark gray, all alone', ""Forgetting him was like tryin' to know"", 'Somebody you never met', ""'Cause loving him was red"", 'Yeah, yeah, red', ""We're burning red"", '♪', ""And that's why he's spinning 'round in my head"", 'Comes back to me, burning red', 'Yeah, yeah', 'His love was like driving a new Maserati down a dead-end street', '']"
Taylor Swift,Red (Taylor's Version),Treacherous (Taylor's Version),"['Put your lips close to mine', ""As long as they don't touch"", 'Out of focus, eye to eye', ""'Til the gravity's too much"", ""And I'll do anything you say"", 'If you say it with your hands', ""And I'd be smart to walk away"", ""But you're quicksand"", '', 'This slope is treacherous', 'This path is reckless', 'This slope is treacherous', 'And I, I, I like it', '♪', ""I can't decide if it's a choice"", 'Getting swept away', 'I hear the sound of my own voice', 'Asking you to stay', 'All we are is skin and bone', 'Trained to get along', 'Forever going with the flow', ""But you're friction"", 'This slope is treacherous', 'This path is reckless', 'This slope is treacherous', 'I, I, I like it', 'Two headlights shine through the sleepless night', 'And I will get you, get you alone', 'Your name has echoed through my mind', 'And I just think you should, think you should know', 'That nothing safe is worth the drive', 'And I would follow you, follow you home', ""I'll follow you, follow you home"", '♪', 'This hope is treacherous', 'This daydream is dangerous', 'This hope is treacherous', 'I, I, I', 'I, I, I', 'I, I, I', 'Two headlights shine through the sleepless night', 'And I will get you, get you alone', 'Your name has echoed through my mind', 'And I just think you should, think you should know', 'That nothing safe is worth the drive', 'And I will follow you, follow you home', '', ""I'll follow you, follow you home"", ""I'll follow you, follow you home"", ""I'll follow you, follow you home"", '♪', 'This slope is treacherous', 'I, I, I like it', '']"
Taylor Swift,Red (Taylor's Version),I Knew You Were Trouble (Taylor's Version),"['Once upon a time, a few mistakes ago', 'I was in your sights, you got me alone', 'You found me, you found me, you found me', ""I guess you didn't care, and I guess I liked that"", 'And when I fell hard, you took a step back', 'Without me, without me, without me', ""And he's long gone when he's next to me"", 'And I realize the blame is on me', ""'Cause I knew you were trouble when you walked in"", 'So shame on me now', ""Flew me to places I'd never been"", ""'Til you put me down, oh"", 'I knew you were trouble when you walked in', 'So, shame on me now', ""Flew me to places I'd never been"", ""Now I'm lying on the cold hard ground"", 'Oh, oh (trouble, trouble, trouble)', 'Oh, oh (trouble, trouble, trouble)', ""No apologies, he'll never see you cry"", ""Pretends he doesn't know that he's the reason why"", ""You're drowning, you're drowning, you're drowning-ing-ing-ing-ing"", 'And I heard you moved on from whispers on the street', ""A new notch in your belt is all I'll ever be"", 'And now I see, now I see, now I see', 'He was long gone when he met me', 'And I realize the joke is on me, yeah', 'I knew you were trouble when you walked in (oh)', 'So, shame on me now', ""Flew me to places I'd never been"", ""'Til you put me down, oh"", 'I knew you were trouble when you walked in', 'So shame on me now', ""Flew me to places I'd never been (yeah)"", ""Now I'm lying on the cold hard ground"", 'Oh, oh, yeah (trouble, trouble, trouble)', 'Oh, oh (trouble, trouble, trouble)', 'And the saddest fear comes creeping in', 'That you never loved me or her, or anyone, or anything, yeah', 'I knew you were trouble when you walked in', 'So, shame on me now', ""Flew me to places I'd never been (never been)"", ""'Til you put me down, oh"", 'I knew you were trouble when you walked in (knew it right there)', 'So, shame on me now (knew it right there)', ""Flew me to places I'd never been (ooh)"", ""Now I'm lying on the cold hard ground"", 'Oh, oh (trouble, trouble, trouble)', 'Oh, oh (trouble, trouble, trouble)', 'I knew you were trouble when you walked in (trouble, trouble, trouble)', 'I knew you were trouble when you walked in (trouble, trouble, trouble)', '']"
Taylor Swift,Red (Taylor's Version),All Too Well (Taylor's Version),"['I walked through the door with you, the air was cold', ""But something 'bout it felt like home somehow"", ""And I left my scarf there at your sister's house"", ""And you've still got it in your drawer, even now"", '♪', 'Oh, your sweet disposition and my wide-eyed gaze', ""We're singing in the car, getting lost upstate"", 'Autumn leaves falling down like pieces into place', 'And I can picture it after all these days', ""And I know it's long gone and that magic's not here no more"", ""And I might be okay, but I'm not fine at all, oh"", '♪', ""'Cause there we are again on that little town street"", ""You almost ran the red 'cause you were looking over at me"", 'Wind in my hair, I was there, I remember it all too well', '♪', 'Photo album on the counter, your cheeks were turning red', 'You used to be a little kid with glasses in a twin-sized bed', ""And your mother's telling stories 'bout you on the tee-ball team"", ""You taught me 'bout your past thinkin' your future was me"", ""And I know it's long gone and there was nothing else I could do"", 'And I forget about you long enough to forget why I needed to', ""'Cause there we are again in the middle of the night"", ""We're dancing 'round the kitchen in the refrigerator light"", 'Down the stairs, I was there, I remember it all too well', '', 'Yeah', '♪', 'And maybe we got lost in translation, maybe I asked for too much', ""But maybe this thing was a masterpiece 'til you tore it all up"", 'Running scared, I was there, I remember it all too well', 'And you call me up again just to break me like a promise', 'So casually cruel in the name of being honest', ""I'm a crumpled up piece of paper lying here"", ""'Cause I remember it all, all, all"", 'Too well', '♪', ""Time won't fly, it's like I'm paralyzed by it"", ""I'd like to be my old self again, but I'm still trying to find it"", 'After plaid shirt days and nights when you made me your own', 'Now you mail back my things and I walk home alone', 'But you keep my old scarf from that very first week', ""'Cause it reminds you of innocence and it smells like me"", ""You can't get rid of it 'cause you remember it all too well"", '', ""'Cause there we are again when I loved you so"", ""Back before you lost the one real thing you've ever known"", 'It was rare, I was there, I remember it all too well', 'Wind in my hair, you were there, you remember it all', 'Down the stairs, you were there, you remember it all', 'It was rare, I was there, I remember it all too well', '']"
Taylor Swift,Red (Taylor's Version),22 (Taylor's Version),"['It feels like a perfect night to dress up like hipsters', 'And make fun of our exes', 'Ah-ah, ah-ah', 'It feels like a perfect night for breakfast at midnight', 'To fall in love with strangers', 'Ah-ah, ah-ah', 'Yeah', ""We're happy, free, confused and lonely at the same time"", ""It's miserable and magical, oh, yeah"", ""Tonight's the night when we forget about the deadlines"", ""It's time, oh-oh"", ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will bе alright if', ""We just keep dancing like we'rе"", '22', '', '22', 'It seems like one of those nights', 'This place is too crowded', 'Too many cool kids', 'Ah-ah, ah-ah', '""Who\'s Taylor Swift anyway? Ew""', 'It seems like one of those nights', 'We ditch the whole scene', 'And end up dreaming', 'Instead of sleeping', 'Yeah', ""We're happy, free, confused and lonely in the best way"", ""It's miserable and magical, oh, yeah"", ""Tonight's the night when we forget about the heartbreaks"", ""It's time, oh-oh"", ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will be alright if', ""We just keep dancing like we're"", '22, oh, oh, oh, oh, oh', ""22, I don't know about you"", '22', '', '22', 'It feels like one of those nights', 'We ditch the whole scene', 'It feels like one of those nights', ""We won't be sleeping"", 'It feels like one of those nights', 'You look like bad news', 'I gotta have you', 'I gotta have you', '♪', ""I don't know about you"", ""But I'm feeling 22"", 'Everything will be alright if', 'You keep me next to you', ""You don't know about me"", ""But I'll bet you want to"", 'Everything will be alright if', ""We just keep dancing like we're"", '22, oh, woah-oh-oh-oh', '22, dancing like', '22, yeah, yeah', '22, yeah, yeah, yeah', 'It feels like one of those nights (22)', 'We ditch the whole scene', 'It feels like one of those nights (22)', ""We won't be sleeping"", 'It feels like one of those nights (22)', 'You look like bad news', 'I gotta have you', 'I gotta have you', '']"
Taylor Swift,Red (Taylor's Version),I Almost Do (Taylor's Version),"['I bet', ""This time of night you're still up"", 'I bet', ""You're tired from a long hard week"", 'I bet', ""You're sitting in your chair by the window"", 'Looking out at the city', 'And I bet', ""Sometimes you wonder 'bout me"", '♪', 'And I just wanna tell you', 'It takes everything in me not to call you', '♪', 'And I wish I could run to you', ""And I hope you know that every time I don't"", 'I almost do', 'I almost do', '♪', 'I bet', 'You think I either moved on or hate you', ""'Cause each time you reach out there's no reply"", 'I bet', 'It never ever occurred to you', 'That I can\'t say ""Hello"" to you', 'And risk another goodbye', '', 'And I just wanna tell you', 'It takes everything in me not to call you', '♪', 'And I wish I could run to you', ""And I hope you know that every time I don't"", 'I almost do', 'I almost do', '♪', 'Oh, we made quite a mess, babe', ""It's probably better off this way"", 'And I confess, babe', ""In my dreams you're touching my face"", 'And asking me if I wanna try again with you', '♪', 'And I almost do', 'And I just wanna tell you', 'It takes everything in me, not to call you', '♪', 'And I wish I could run to you', ""And I hope you know that every time I don't"", 'I almost do', 'I almost do', '♪', 'I bet', ""This time of night you're still up"", 'I bet', ""You're tired from a long hard week"", 'I bet', ""You're sitting in your chair by the window"", 'Looking out at the city', 'And I hope', ""Sometimes you wonder 'bout me"", '']"
