artist,album,track,lyrics
Taylor Swift,Wildest Dreams (Taylor's Version),Wildest Dreams (Taylor's Version),"['He said, ""Let\'s get out of this town', 'Drive out of the city, away from the crowds""', 'I thought, ""Heaven can\'t help me now""', 'Nothing lasts forever', 'But this is gonna take me down', ""He's so tall, and handsome as hell"", ""He's so bad, but he does it so well"", 'I can see the end as it begins', 'My one condition is', ""Say you'll remember me standing in a nice dress"", 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just in your wildest dreams, ah-ah, ha"", 'Wildest dreams, ah-ah, ha', '♪', 'I said, ""No one has to know what we do""', 'His hands are in my hair, his clothes are in my room', 'And his voice is a familiar sound', 'Nothing lasts forever', 'But this is getting good now', ""He's so tall, and handsome as hell"", ""He's so bad, but he does it so well"", ""And when we've had our very last kiss"", 'My last request, it is', ""Say you'll remember me standing in a nice dress"", 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just in your wildest dreams, ah-ah, ha (ah-ah, ha)"", 'Wildest dreams, ah-ah, ha', ""You'll see me in hindsight, tangled up with you all night"", 'Burning it down', 'Someday when you leave me, I bet these memories', 'Follow you around', ""You'll see me in hindsight, tangled up with you all night"", 'Burning (burning) it (it) down (down)', 'Someday when you leave me, I bet these memories', 'Follow (follow) you (you) around (around)', '(Follow you around)', ""Say you'll remember me standing in a nice dress"", 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again, even if it's just pretend"", ""Say you'll remember me standing in a nice dress"", 'Staring at the sunset, babe', 'Red lips and rosy cheeks', ""Say you'll see me again"", ""Even if it's just in your (just pretend, just pretend)"", 'Wildest dreams, ah-ah, ha (ah-ah-ah-ah)', 'Wildest dreams, ah-ah, ha', ""(Even if it's just in your) wildest dreams, ah-ah, ha"", 'In your wildest dreams, ah-ah, ha', '']"
Taylor Swift,Renegade (Pop Version),Renegade - Pop Version,"['I tapped on your window on your darkest night', 'The shape of you was jagged and weak', 'There was nowhere for me to stay, but I stayed anyway', ""And if I would've known"", 'How many pieces you had crumbled into', ""I might've let them lay"", 'Are you really gonna talk about timing in times like these?', 'And let all your damage damage me?', 'Carry your baggage up my street', ""And make me your future history, it's time"", ""You've come a long way"", 'Open the blinds, let me see your face', ""You wouldn't be the first renegade to need somebody"", 'Is it insensitive for me to say', '""Get your - together so I can love you""?', 'Is it really your anxiety that stops you from giving me everything', 'Or do you just not want to?', 'I tapped on your window on your darkest night', 'The shape of you was jagged and weak', 'There was nowhere for me to stay, but I stayed anyway', ""You fire off missiles 'cause you hate yourself"", ""But do you know you're demolishing me?"", ""And then you squeeze my hand as I'm about to leave"", 'Are you really gonna talk about timing in times like these?', 'And let all your damage damage me?', 'Carry your baggage up my street', ""And make me your future history, it's time"", ""You've come a long way"", 'Open the blinds, let me see your face', ""You wouldn't be the first renegade to need somebody"", 'Is it insensitive for me to say', '""Get your - together so I can love you""?', 'Is it really your anxiety that stops you from giving me everything', 'Or do you just not want to?', ""And if I would've known"", ""How sharp the pieces were you'd crumbled into"", ""I might've let them lay"", 'Are you really gonna talk about timing in times like these?', 'And let all your damage damage me?', 'Carry your baggage up my street', ""And make me your future history, it's time"", ""You've come a long way"", 'Open the blinds, let me see your face', ""You wouldn't be the first renegade to need somebody"", 'To need somebody, to need somebody', 'To need somebody, to need somebody', '(Are you really gonna talk about timing in times like these?)', 'Is it insensitive for me to say (and let all your damage damage me?)', '""Get your - together (carry your baggage up my street)', 'So I can love you""? (And make me your future history, it\'s time)', ""Is it really your anxiety (you've come a long way, open the blinds)"", 'That stops you from (let me see your face)', ""Giving me everything (you wouldn't be the first renegade)"", 'Or do you not just want to? (To need somebody)', '']"
Taylor Swift,the lakes (original version),the lakes - original version,"['Is it romantic how all my elegies eulogize me?', ""I'm not cut out for all these cynical clones"", 'These hunters with cellphones', 'Take me to the lakes where all the poets went to die', ""I don't belong"", 'And my beloved, neither do you', 'Those Windermere peaks look like a perfect place to cry', ""I'm settin' off, but not without my muse"", 'What should be over burrowed under my skin', ""In heart-stoppin' waves of hurt"", ""I've come too far to watch some name-droppin' sleaze"", 'Tell me what are my words worth', 'Take me to the lakes where all the poets went to die', ""I don't belong"", 'And my beloved, neither do you', 'Those Windermere peaks look like a perfect place to cry', ""I'm settin' off, but not without my muse"", 'I want auroras and sad prose', 'I want to watch wisteria grow right over my bare feet', ""'Cause I haven't moved in years"", 'And I want you right here', 'A red rose grew up out of ice frozen ground', 'With no one around to tweet it', 'While I bathe in cliffside pools', 'With my calamitous love', 'And insurmountable grief', 'Take me to the lakes where all the poets went to die', ""I don't belong"", 'And my beloved, neither do you', 'Those Windermere peaks look like a perfect place to cry', ""I'm settin' off, but not without my muse"", 'Not without you', 'Take me to the lakes where all the poets went to die', ""I don't belong"", 'And my beloved, neither do you', 'Those Windermere peaks look like a perfect to cry', ""I'm settin' off, but not without my muse"", 'No, not without you', '']"
Taylor Swift,willow (90's trend remix),willow - 90's trend remix,"[""I'm like the water, when your ship rolled in that night"", 'Rough on the surface, but you cut through like a knife', 'And if it was an open-shut case', ""I never would've known from that look on your face"", 'Lost in your current, like a priceless wine', 'The more that you say, the less I know', 'Wherever you stray, I follow', ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", '♪', ""That's my man"", '♪', 'Life was a willow, and it bent right to your wind (ah-ah-ah)', ""Head on the pillow, I could feel you sneakin' in"", 'As if you were a mythical thing', 'Like you were a trophy, or a champion ring', ""And there was one prize I'd cheat to win"", 'The more that you say, the less I know', 'Wherever you stray, I follow', ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", 'You know that my train could take you home', 'Anywhere else is hollow', ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", '♪', ""That's my man"", '♪', 'Life was a willow, and it bent right to your wind', 'They count me out time and time again', 'Life was a willow, and it bent right to your wind', ""But I come back stronger than a '90s trend"", ""Wait for the signal, and I'll meet you after dark"", 'Show me the places where the others gave you scars', 'And now this is an open-shut case', ""I guess I should've known from the look on your face"", 'Every bait-and-switch was a work of art', 'The more that you say, the less I know', 'Wherever you stray, I follow', ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", 'You know that my train could take you home', 'Anywhere else is hollow', ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", ""Hey, that's my man"", ""That's my man"", ""Hey, that's my man"", ""Every bait-and-switch was a work of art (that's my man)"", ""That's my man"", ""Hey, that's my man (that's my man)"", ""Beggin' for you to take my hand"", ""Wreck my plans, that's my man"", '♪', ""That's my man"", ""That's my man"", ""Hey, that's my man"", ""I'm beggin' for you to take my hand"", ""Wreck my plans, that's my man"", '']"
Taylor Swift,The More Fearless (Taylor’s Version) Chapter,Fearless (Taylor’s Version),"[""There's something 'bout the way"", ""The street looks when it's just rained"", ""There's a glow off the pavement"", 'You walk me to the car', 'And you know I wanna ask you to dance right there', 'In the middle of the parking lot, yeah', '♪', 'Oh, yeah', ""We're drivin' down the road"", 'I wonder if you know', ""I'm tryin' so hard not to get caught up now"", ""But you're just so cool"", 'Run your hands through your hair', ""Absentmindedly makin' me want you"", ""And I don't know how it gets better than this"", 'You take my hand and drag me head first, fearless', ""And I don't know why but with you, I'd dance"", 'In a storm in my best dress, fearless', '♪', ""So baby drive slow 'til we run out of road"", 'In this one-horse town, I wanna stay right here', ""In this passenger's seat, you put your eyes on me"", 'In this moment now, capture it, remember it', ""'Cause I don't know how it gets better than this"", 'You take my hand and drag me head first, fearless', ""And I don't know why but with you, I'd dance"", 'In a storm in my best dress, fearless', '', 'Oh, oh', '♪', 'Well, you stood there with me in the doorway', ""My hands shake, I'm not usually this way but"", ""You pull me in and I'm a little more brave"", ""It's the first kiss, it's flawless, really somethin'"", ""It's fearless"", '', 'Oh, yeah', ""'Cause I don't know how it gets better than this"", 'You take my hand and drag me headfirst, fearless', ""And I don't know why but with you, I'd dance"", 'In a storm in my best dress, fearless', ""'Cause I don't know how it gets better than this"", 'You take my hand and drag me head first, fearless', ""And I don't know why but with you, I'd dance"", 'In a storm in my best dress, fearless', 'Oh, oh', 'Oh-oh, yeah', '']"
Taylor Swift,The More Fearless (Taylor’s Version) Chapter,Love Story (Taylor’s Version),"['We were both young when I first saw you', 'I close my eyes and the flashback starts', ""I'm standing there"", 'On a balcony in summer air', 'See the lights, see the party, the ball gowns', 'See you make your way through the crowd', 'And say ""Hello""', 'Little did I know', 'That you were Romeo, you were throwing pebbles', 'And my daddy said, ""Stay away from Juliet""', 'And I was crying on the staircase', 'Begging you, ""Please don\'t go""', 'And I said', '""Romeo take me somewhere we can be alone', ""I'll be waiting, all there's left to do is run"", ""You'll be the prince, and I'll be the princess"", 'It\'s a love story, baby, just say yes""', '♪', 'So I sneak out to the garden to see you', ""We keep quiet 'cause we're dead if they knew"", 'So close your eyes', 'Escape this town for a little while, oh, oh', ""'Cause you were Romeo, I was a scarlet letter"", 'And my daddy said, ""Stay away from Juliet""', 'But you were everything to me', 'I was begging you, ""Please don\'t go""', 'And I said', '""Romeo, take me somewhere we can be alone', ""I'll be waiting, all there's left to do is run"", ""You'll be the prince, and I'll be the princess"", 'It\'s a love story, baby, just say yes""', ""Romeo, save me, they're trying to tell me how to feel"", ""This love is difficult, but it's real"", ""Don't be afraid, we'll make it out of this mess"", ""It's a love story, baby, just say yes"", '', 'Oh, oh-oh', '♪', 'I got tired of waiting', 'Wondering if you were ever coming around', 'My faith in you was fading', 'When I met you on the outskirts of town', 'And I said', '""Romeo, save me, I\'ve been feeling so alone', 'I keep waiting for you, but you never come', 'Is this in my head? I don\'t know what to think""', 'He knelt to the ground and pulled out a ring', 'And said', '""Marry me, Juliet, you\'ll never have to be alone', ""I love you, and that's all I really know"", 'I talked to your dad, go pick out a white dress', 'It\'s a love story, baby, just say yes""', 'Oh, oh-oh', 'Oh, oh-oh, oh', ""'Cause we were both young when I first saw you"", '']"
Taylor Swift,The More Fearless (Taylor’s Version) Chapter,White Horse (Taylor’s Version),"[""Say you're sorry, that face of an angel"", 'Comes out just when you need it to', '', 'As I paced back and forth all this time', ""'Cause I honestly believed in you"", 'Holding on, the days drag on', ""Stupid girl, I should've known, I should've known"", ""That I'm not a princess, this ain't a fairytale"", ""I'm not the one you'll sweep off her feet"", 'Lead her up the stairwell', ""This ain't Hollywood, this is a small town"", 'I was a dreamer before you went and let me down', ""Now it's too late for you and your white horse"", 'To come around', '♪', 'Maybe I was naive, got lost in your eyes', 'And never really had a chance', ""Well, my mistake, I didn't know to be in love"", 'You had to fight to have the upper hand', 'I had so many dreams about you and me', 'Happy endings, now I know', ""That I'm not a princess, this ain't a fairytale"", ""I'm not the one you'll sweep off her feet"", 'Lead her up the stairwell', ""This ain't Hollywood, this is a small town"", 'I was a dreamer before you went and let me down', '♪', ""Now it's too late for you and your white horse"", 'To come around', '♪', 'And there you are on your knees', 'Begging for forgiveness, begging for me', 'Just like I always wanted', ""But I'm so sorry"", '', ""'Cause I'm not your princess, this ain't our fairytale"", ""I'm gonna find someone someday"", 'Who might actually treat me well', 'This is a big world, that was a small town', 'There in my rear-view mirror disappearing now', ""And it's too late for you and your white horse"", ""Now it's too late for you and your white horse"", 'To catch me now', 'Oh, whoa, whoa, whoa, oh', 'Try and catch me now, oh', '♪', ""It's too late to catch me now"", '']"
Taylor Swift,The More Fearless (Taylor’s Version) Chapter,You Belong With Me (Taylor’s Version),"[""You're on the phone with your girlfriend, she's upset"", ""She's going off about something that you said"", ""'Cause she doesn't get your humor like I do"", ""I'm in my room, it's a typical Tuesday night"", ""I'm listening to the kind of music she doesn't like"", ""And she'll never know your story like I do"", ""'Cause she wears short skirts, I wear t-shirts"", ""She's cheer captain and I'm on the bleachers"", ""Dreaming 'bout the day when you wake up and find"", ""That what you're looking for has been here the whole time"", ""If you could see that I'm the one who understands you"", ""Been here all along, so why can't you see?"", 'You belong with me, you belong with me', 'Walk in the streets with you in your worn-out jeans', ""I can't help thinking this is how it ought to be"", 'Laughing on a park bench thinking to myself', '""Hey, isn\'t this easy?""', ""And you've got a smile that can light up this whole town"", ""I haven't seen it in a while since she brought you down"", ""You say you're fine, I know you better than that"", 'Hey, what you doing with a girl like that?', 'She wears high heels, I wear sneakers', ""She's cheer captain and I'm on the bleachers"", ""Dreaming 'bout the day when you wake up and find"", ""That what you're looking for has been here the whole time"", ""If you could see that I'm the one who understands you"", ""Been here all along, so why can't you see?"", 'You belong with me', 'Standing by and waiting at your back door', 'All this time, how could you not know, baby?', 'You belong with me, you belong with me', '♪', '♪', 'Oh, I remember you driving to my house', 'In the middle of the night', ""I'm the one who makes you laugh"", ""When you know you're 'bout to cry"", 'I know your favorite songs', ""And you tell me 'bout your dreams"", 'Think I know where you belong', ""Think I know it's with me"", ""Can't you see that I'm the one who understands you?"", ""Been here all along, so why can't you see?"", 'You belong with me', 'Standing by and waiting at your back door', 'All this time, how could you not know, baby?', 'You belong with me, you belong with me', 'You belong with me', 'Have you ever thought just maybe, you belong with me?', '', 'You belong with me', '']"
Taylor Swift,The More Fearless (Taylor’s Version) Chapter,If This Was A Movie (Taylor’s Version),"['Last night I heard my own heart beating', 'Sounded like footsteps on my stairs', ""Six months gone, and I'm still reaching"", ""Even though I know you're not there"", 'I was playing back a thousand memories, baby', ""Thinking 'bout everything we've been through"", ""Maybe I've been going back too much lately"", 'When time stood still, and I had you', 'Come back, come back, come back to me like', 'You would, you would if this was a movie', ""Stand in the rain outside 'til I came out"", 'Come back, come back, come back to me like', ""You could, you could, if you just said you're sorry"", 'I know that we could work it out somehow', ""But if this was a movie, you'd be here by now"", '♪', 'I know people change, and these things happen', 'But I remember how it was back then', 'Wrapped up in your arms, and our friends are laughing', ""'Cause nothing like this ever happened to them"", ""Now I'm pacing down the hall, chasing down your street"", 'Flashback to the night when you said to me', '""Nothing\'s gonna change, not for me and you""', 'Back before I knew how much I had to lose', 'Come back, come back, come back to me like', 'You would, you would if this was a movie', ""Stand in the rain outside 'til I came out"", 'Come back, come back, come back to me like', ""You could, you could if you just said you're sorry"", 'I know that we could work it out somehow', ""But if this was a movie, you'd be here by now"", '♪', ""If you're out there, if you're somewhere"", ""If you're moving on"", ""I've been waiting for you every day since you've been gone"", 'I just want it back the way it was before', 'And I just want to see you back at my front door', 'And I say', 'Come back, come back, come back to me like', ""You would before you said it's not that easy"", 'Before the fight, before I locked you out', 'But I take it all back now', 'Come back, come back, come back to me like', 'You would, you would if this was a movie', ""Stand in the rain outside 'til I came out"", 'Come back, come back, come back to me like', ""You could, you could if you just said you're sorry"", 'I know that we could work it out somehow', ""But if this was a movie, you'd be here by now"", '', ""You'd be here by now"", 'Is that the kind of ending you wanna see now?', 'Baby, what about the ending?', 'Oh, oh', ""I thought you'd be here by now"", 'Oh, oh, oh, oh', 'Oh, oh, oh, oh', ""Thought you'd be here by now"", '']"
CoCoMelon,CoComelon Lane (Songs From the Netflix Series),CoComelon Lane Theme Song - Songs From the Netflix Series,"[""Hey-hey! It's me, JJ"", ""It's a great day on CoComelon Lane"", ""And it's so nice to meet ya"", ""It's a great day on CoComelon Lane (come on!)"", ""There's so much to see, yeah"", 'You and me, family', ""It's gonna be a great day on CoComelon Lane"", 'CoComelon!', '']"
CoCoMelon,CoComelon Lane (Songs From the Netflix Series),Imagine With Me - Songs From the Netflix Series,"['Yes, yes, yes, imagine with me', ""It's magic when you can imagine with me"", 'Yes, yes, yes, play along with me', 'So come on, get ready, and one, two, three', 'Yes, yes, yes, imagine with me', ""It's magic when you can imagine with me"", 'Yes, yes, yes, play along with me', 'So come on, get ready, and one, two, three', '']"
CoCoMelon,CoComelon Lane (Songs From the Netflix Series),About to Do Something New - Songs From the Netflix Series,"['About to do something new', 'About to do something new', 'I know I can do it', ""Hop, skip, jump into it, let's go"", 'About to do something new', 'About to do something new', 'About to do something new', 'I know I can do it', ""Hop, skip, jump into it, let's go"", 'About to do something new', '']"
CoCoMelon,Fun With Ms. Appleberry,Spelling Song,"[""Let's all learn to spell our names"", 'We can use the alphabet', 'Some have different ways to spell', 'My name goes like this', 'Give me a Y (Y)', 'Give me an O (O)', 'Give me a Y (Y)', 'Give me an O (O)', 'That spells, Yoyo', ""Let's all learn to spell our names"", 'We can use the alphabet', 'Some have different ways to spell', 'My name goes like this', 'Give me a J (J)', 'Give me a J (J)', 'Those two letters make my name', 'My name is JJ (JJ)', '♪', ""Let's all learn to spell our names"", 'We can use the alphabet', 'Some have different ways to spell', 'My name goes like this', 'Give me a C (C)', 'Give me an O (O)', 'Give me a D (D)', 'Give me a Y (Y)', 'That spells, Cody', ""Let's all learn to spell our names"", 'We can use the alphabet', 'Some have different ways to spell', 'My name goes like this', 'Give me a N (N)', 'Give me an I (I)', 'Give me a N (N)', 'Give me an A (A)', 'That spells, Nina', 'We all learn to spell our names', 'We all use the alphabet', 'Some have different ways to spell', 'We all love our names', '']"
CoCoMelon,Fun With Ms. Appleberry,Rhythm Song,"[""Let's all play a rhythm game"", 'Listen and do the same', 'Clap', 'Stomp', 'Get ready, follow me', ""Let's clap and stomp together"", 'Clap one time', 'Clap', 'Clap one time', 'Clap', 'Stomp two times', 'Stomp, stomp', 'Stomp two times', 'Stomp, stomp', 'Wiggle your body', 'Wiggle, wiggle', 'Wiggle your body', 'Yeah, great job everybody', ""Let's all play a rhythm game"", 'Listen and do the same', 'Okay class, follow me', 'Clap three times', 'Clap, clap, clap', 'Clap three times', 'Clap, clap, clap', 'Stomp four times', 'Stomp, stomp, stomp, stomp', 'Stomp four times', 'Stomp, stomp, stomp, stomp', 'Wiggle your body', 'Wiggle, wiggle', 'Wiggle your body', ""Yeah, you're doing so well"", ""Let's all play a rhythm game"", 'Listen and do the same', ""Let's do it one more time"", 'Clap one time', 'Clap', 'Clap two times', 'Clap, clap', 'Stomp three times', 'Stomp, stomp, stomp', 'Stomp four times', 'Stomp, stomp, stomp, stomp', 'Wiggle your body', 'Wiggle, wiggle', 'Wiggle your body', 'Yeah, you did it', ""Come on, let's go"", 'We all play a rhythm game', 'You will learn to do the same', 'We all play a rhythm game', 'Wiggle, wiggle, yeah', '']"
CoCoMelon,Let's Play!,JJ Says,"['JJ says, JJ says, ""Copy me""', ""Touch your nose, touch your nose, it's fun, you see"", 'All together, all together, we can do it too', ""Touch your nose, touch your nose, it's fun when we do"", '♪', 'Cody says, Cody says, ""Copy me""', ""Stomp your feet, stomp your feet, it's fun, you see"", 'All together, all together, we can do it too', ""Stomp our feet, stomp our feet, it's fun when we do"", '♪', 'Nico says, Nico says, ""Copy me""', ""Jump up high, jump up high, it's fun, you see"", 'All together, all together, we can do it too', ""Jump up high, jump up high, it's fun when we do"", '♪', 'Sissy says, Sissy says, ""Copy me""', ""Spin and twirl, spin and twirl, it's fun, you see"", 'All together, all together, we can do it too', ""Spin and twirl, spin and twirl, it's fun when we do"", '♪', 'Nina says, Nina says, ""Copy me""', ""Clap your hands, clap your hands, it's fun, you see"", 'All together, all together, we can do it too', ""Clap our hands, clap our hands, it's fun when we do"", '♪', 'We all say, we all say, ""Do all five""', 'We can do it, we can do it if we try', 'Touch our noses, stomp our feet, jump up high', 'Spin and twirl, clap our hands, we did all five', '']"
CoCoMelon,Let's Play!,Racing Song,"['When you hear ""green light, go""', ""Run and move, let's go, go, go"", 'But when you hear, ""red light, stop""', ""If you don't freeze, start from the top"", 'Green light, go!', 'Green light, green light, go, go, go', 'Run, run, run on tippy-toes', 'Green light, green light, go, go, go', 'Run, run, run on tippy-toes', 'Red light, stop!', 'When you hear ""green light, go""', ""Run and move, let's go, go, go"", 'But when you hear, ""red light, stop""', ""If you don't freeze, start from the top"", 'Green light, go!', ""This time when it's time to go"", 'Crouch right down, keep it low', 'Green light, green light, go, go, go', 'Crouch right down, keep it low', 'Red light, stop!', 'When you hear ""green light, go""', ""Run and move, let's go, go, go"", 'But when you hear, ""red light, stop""', ""If you don't freeze, start from the top"", 'Green light, go!', ""This time when it's time to go"", 'Take giant steps, big and slow', 'Green light, green light, go, go, go', 'Take giant steps, big and slow', 'Red light, stop!', 'When you hear ""green light, go""', ""Run and move, let's go, go, go"", 'But when you hear, ""red light, stop""', ""If you don't freeze, start from the top"", ""This time when it's time to go"", 'Run just like a dinosaur', 'Green light, green light, go, go, go', 'Run just like a dinosaur, run!', 'Red light, stop!', 'Green light, go!', 'When you hear ""green light, go""', ""Run and move, let's go, go, go"", 'But when you hear, ""red light, stop""', ""If you don't freeze, start from the top"", '']"
CoCoMelon,Let's Play!,Rainy Day Blues,"['A rainy day today', ""Oh, I've got the rainy day blues, b-b-blues"", 'Oh, what can we do today?', ""B-b-blues, oh, I've got the rainy day blues"", 'Yeah, the rain has got me glum', 'Not much fun, stuck inside all day', 'What can I play?', ""When I can't go outside, yeah"", ""I've got the rainy day blues"", '♪', 'A rainy day today', ""Oh, you've got the rainy day blues, b-b-blues"", 'Oh, what can we do today?', ""B-b-blues, oh, you've got the rainy day blues"", 'Yeah, the rain can make us glum', ""But let's have fun inside all day"", 'Making a fort, grab a cushion and a rug, yeah', ""It's from the rainy day blues"", '♪', 'A rainy day today', ""Oh, I've got the rainy day blues, b-b-blues"", 'Oh, what can we do today?', ""B-b-blues, oh, I've got the rainy day blues"", 'Yeah, the rain has got me glum', 'Not much fun, stuck inside all day', 'What can I play?', ""When I can't go outside, yeah"", ""I've got the rainy day blues"", '♪', 'A rainy day today', ""Oh, you've got the rainy day blues, b-b-blues"", 'Oh, what can we do today?', ""B-b-blues, oh, you've got the rainy day blues"", 'Yeah, the rain can make you glum', ""But let's have fun inside all-day"", 'Baking a cake, have some icing on a plate, yeah', 'Goodbye the rainy day blues', 'A rainy day today', 'Oh, we have the rainy day blues, b-b-blues', ""The sun's coming out today"", 'B-b-blues, oh, we have the rainy day blues', '']"
CoCoMelon,Let's Play!,Catch Song,"['There are many things we can do', 'When we play with the ball', 'Your friend can throw it far as they can', 'So you can run and then catch it again', 'Now we jump, jump, jump, and we stretch our arms', 'Keep your eyes on the ball', 'Throw it one, two, three times', 'Until you can catch the ball', '♪', 'There are many things we can do', 'When we play with the ball', 'Pass it along to the others, and', 'Watch it as it comes around again', 'And we pass, pass, pass it to all our friends', 'So everyone gets to play', 'Try it one, two, three times', 'Until you can pass the ball', '♪', 'There are many things we can do', 'When we play with the ball', 'Go ahead, throw it against the floor', 'Watch it as it bounces back up once more', 'So we bounce, bounce, bounce it around the court', ""Let's see how high it can go"", 'Throw it one, two, three times', 'Until you can pass the ball', '♪', 'There are many things we can do', 'When we play with the ball', 'Carefully kick it towards your friend', 'Forward and backward, and forward again', 'And we kick, kick, kick it around the field', ""Let's see how far it can go"", 'Try it one, two, three times', 'Until you can kick the ball', 'There are one, two, so many ways', 'You can play with the ball', '']"
CoCoMelon,Let's Play!,JJ's Scavenger Hunt,"[""Let's go on a scavenger hunt"", 'Are you ready?', 'Mommy says, ""Here we go, find a sock today""', 'Mommy says, ""Here we go, around the house, hooray!""', 'Where could it be?', 'Oh, I know, the bedroom', 'I found the sock, yeepee, hooray!', ""Looked high and low, 'cause that's the way"", 'I love to play Scavenger Hunt with Mommy', '♪', 'Daddy says, ""Here we go, find a teddy bear""', 'Daddy says, ""Hurry up, might be over there""', 'Where could it be?', 'Maybe in my playroom', 'I found the teddy bear, hooray!', ""Looked high and low, 'cause that's the way"", 'I love to play Scavenger Hunt with Daddy', '♪', 'Mommy says, ""Here we go, find a scarf today', 'Mommy says, ""Here we go, around the house, hooray!""', ""I know I've seen it somewhere"", 'I know, by the front door', 'I found the scarf, yeepee, hooray!', ""Looked high and low, 'cause that's the way"", 'I love to play Scavenger Hunt with Mommy', '♪', 'Daddy says, ""Here we go, find a storybook""', 'Daddy says, ""Hurry up, let\'s all have a look""', 'I found it, it was on the couch', 'I found the storybook, hooray!', ""Looked high and low, 'cause that's the way"", 'I love to play Scavenger Hunt with Daddy', 'Did you have fun on our scavenger hunt, JJ?', '']"
CoCoMelon,CoComelon Kids Hits Vol. 13,Play at the Farm,"[""We'll go out to the farm today"", ""We're going to laugh and play"", ""Let's all spend the day with animals"", ""We'll have so much fun"", 'Meet the baby goat and play, play, play', 'Play, play as much as you can', 'Meet the baby goat and play, play, play', 'Play, play as much as you can', ""We'll go out to the farm today"", ""We're going to laugh and play"", ""Let's all spend the day with animals"", ""We'll have so much fun"", 'Brush a baby lamb, so soft, soft, soft', 'Brush her as soft as you can', 'Brush a baby lamb, so soft, soft, soft', 'Brush her as soft as you can', ""We'll go out to the farm today"", ""We're going to laugh and play"", ""Let's all spend the day with animals"", ""We'll have so much fun"", '♪', 'See the baby bunny hop, hop, hop', 'Hop, hop as high as you can', 'See the baby bunny hop, hop, hop', 'Hop, hop as high as you can', ""We'll go out to the farm today"", ""We're going to laugh and play"", ""Let's all spend the day with animals"", ""We'll have so much fun"", 'Make some new best friends, friends, friends', 'As many friends as you can', 'Make some new best friends, friends, friends', 'As many friends as you can', 'We went out to the farm today', 'We went out to laugh and play', 'We all spent the day with animals', 'We had so much fun', '']"
CoCoMelon,CoComelon Kids Hits Vol. 13,Let's Build a Pillow Fort,"[""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", ""Let's all build the pillow fort"", 'A pillow fort, a pillow fort', ""Let's all build the pillow fort"", ""Let's build it all together"", '']"
CoCoMelon,Start the Day with JJ,Morning Routine,"['Good morning to another day', 'Now the moon has gone away', 'Good morning to the rising sun', 'Our morning steps are lots of fun', '♪', 'We jump, jump, jump out of bed', 'Wake up little sleepy head', 'We jump, jump, jump out of bed', 'When we start our day', '♪', 'We brush, brush, brush, brush our teeth', 'Time to brush away the sleep', 'We brush, brush, brush, brush our teeth', 'When we start our day', '♪', 'Good morning to another day', 'Now the moon has gone away', 'Good morning to the rising sun', 'Our morning steps are lots of fun', '♪', 'We wash, wash, wash, wash our face', 'We wash our sleepiness away', 'We wash, wash, wash, wash our face', 'When we start our day', '♪', 'We dress, dress, dress in our cloths', 'We dress up from head to toe', 'We dress, dress, dress in our cloths', 'When we start our day', '♪', 'Good morning to another day', 'Now the moon has gone away', 'Good morning to the rising sun', 'Our morning steps are lots of fun', '']"
CoCoMelon,Feel Your Feelings,How Do You Feel Today?,"['How do you feel?', 'How do you feel?', 'How do you feel today?', 'When you feel this way, what do you do', 'To show how you feel today?', 'I feel happy like sunny yellow', 'I feel happy today', ""When I'm happy, I make a big smile"", 'I feel happy today', 'I feel sad like watery blue', 'I feel sad today', ""When I'm sad, I make a pouch, hmm"", 'I feel sad today', 'How do you feel?', 'How do you feel?', 'How do you feel today?', 'When you feel this way, what do you do', 'To show how you feel today?', 'I feel angry, like breaking red', 'I feel angry today', ""When I'm angry, I frown so big"", 'I feel angry today', 'I feel tired, like sleepy gray', 'I feel tired today', ""When I'm tired, I make a big yawn"", 'Oh!', 'I feel tired today', 'How do you feel?', 'How do you feel?', 'How do you feel today?', 'When you feel this way, what do you do', 'To show how you feel today?', 'I feel friendly like pretty pink', 'I feel friendly today', ""When I'm friendly, I live to my friends"", 'I feel friendly today', 'How do you feel?', 'How do you feel?', 'How do you feel today?', 'When you feel this way, what do you do', 'To show how you feel today?', '']"
