Unnamed: 0,artist,album,track,track_id,lyrics,duration,genre,emotion,intensity
22474,CoCoMelon,CoComelon Hobbies and Activities,Nap Time Song,5E8kvFy2sxqwHM7NABU20E,"Let's all count sheep
Count one, two, three
Until we sleep
Let's all count sheep
Could we keep playing
Miss Appleberry
Could we keep playing
Please, please
You'll play your best
If you have some rest
You'll play your best
If you have some rest
♪
Let's all count sheep
Count one, two, three
Until we sleep
Let's all count sheep
I'm scared of the dark
Miss Appleberry
I'm scared of the dark
Please, please
See our light shine
You'll be just fine
See our light shine
You will be just fine
♪
Let's all count sheep
Count one, two, three
Until we sleep
Let's all count sheep
I'm all by myself
Miss Appleberry
I'm all by myself
Please, please
No need to fear
With your teddy here
No need to fear
With your teddy here
Let's all count sheep
Count one, two, three
Until we sleep
Let's all count sheep
In dreams, you can fly
Through a starry sky
When nap time is done
We will have more fun
Let's all count sheep
Count one, two, three
",2 minutes 58 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
8839,CoCoMelon,"CoComelon Kids Hits, Vol. 7",Ten Little Dinos,5j4HezRIhFb6P8EDcePGwH,"Ten little eggs all sleeping
Ten little eggs in a row
Count them while they're cozy
Count them all, let's go
We have one and two
Three and four
Five and six, still there's more
Seven and eight
Nine and then, this little one makes ten
♪
Ten little eggs are cracking
Ten little eggs in a row
Count them while they're hatching
Count them all, let's go
We have one and two
Three and four
Five and six, still there's more
Seven and eight
Nine and then, this little one makes ten
♪
Ten dinosaurs are yawning
Ten dinosaurs in a row
Count them while they're stretching
Count them all, let's go
We have one and two
Three and four
Five and six, still there's more
Seven and eight
Nine and then, this little one makes ten
♪
Ten dinosaurs are stomping
Ten dinosaurs in a row
Count them while they're playing
Count them all, let's go
We have one and two
Three and four
Five and six, still there's more
Seven and eight
Nine and then, this little one makes ten
♪
Ten dinosaurs are roaring
Ten dinosaurs in a row
Count them while they're roaring
Count them all, let's go
We have one and two
Three and four
Five and six, still there's more
Seven and eight
Nine and then, this little one makes ten
",3 minutes 49 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22398,CoCoMelon,Christmas with CoComelon,Colors of Christmas,21OY4BMpmr8GJqMxbqfxRd,"Can you find that Christmas colors?
See them all around
Christmas colors, other colors
Which ones have you found?
♪
Green, green, I see green, green is all around
Lively fresh, like Christmas trees
Green is what I found
Great job Cody
J.J, what color do you find?
Red, red, I see red, red is all around
Merry bold, like Santa's suit
That is what I found
That's it, J.J, you got it
Can you find that Christmas colors?
See them all around
Christmas colors, other colors
Which one have you found?
White, white, I see white, white is all around
Sparkly bright, like fluffy snow
White is what I found
Great job Nina, J.J, have you found anymore?
Brown, brown, I see brown, brown is all around
Warm and soft, like reindeer fur
Brown is what I found
You are all doing so well
Can you find that Christmas colors?
See them all around
Christmas colors, other colors
Which one have you found?
Rainbows, we see rainbows, rainbows is all around
Blinking bright, like Christmas lights
Rainbows are what we found
We found all the Christmas colors
See them all around
Christmas colors, other colors
These are what we found
",2 minutes 41 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22407,CoCoMelon,Halloween Party,Halloween Dress Up,1m3NsDqdL7xOJy7t4w3Tbw,"(Nina! Lucy! Mateo! Come play!)
Let's dress up for Halloween
And see what we can be!
I am a little scaly dino
I am the scariest
And a little scaly dino
Makes a noise like this
(Roar, roar, roar, roar!)
I am a little laughing witch
I am the funniest
And a little laughing witch
Makes a noise like this
(Whahahahahahaha!)
I am a little furry werewolf
I am the furriest
And a little furry werewolf
Makes a noise like this
(Awoo, awoo, awoo, awoo!)
I am a little grumpy pirate
I am the grumpiest
And a little grumpy pirate
Makes a noise like this
(Yarrr, yarrr, yarrr, yarrr!)
(Mateo!)
I am a little fluffy teddy bear
I am the fiercest
And a little fluffy teddy bear
Makes a noise like this
(Grrr, grrr, grrr, grrr!)
(Wow!)
He's a little tiny mummy
He is the tiniest
And a little tiny mummy
Makes a noise like this
(Hoo, hoo, hoo, hoo, hoo!)
It's a little sneaky ghost
It is the sneakiest
And a little sneaky ghost
Makes a noise like this
",3 minutes 5 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22444,CoCoMelon,CoComelon Christmas Favorites!,Santa Has A Big Red Suit,37YKK47NgAdC8MR8zA5iVF,"Santa had a big red suit
A big red suit, a big red suit
Santa had a big red suit
His beard was white as snow
Everywhere that Santa went
Santa went, Santa went
Everywhere that Santa went
Rudolf was sure to go
He flew a Santa 'round the world
'Round the world, 'round the world
He flew a Santa 'round the world
To spread some Christmas joy
The sleigh was loaded up with gifts
Up with gifts, up with gifts
The sleigh was loaded up with gifts
For every girl and boy
All the reindeer led the way
Led the way, led the way
All the reindeer led the way
And one with a big red nose
It's time for love and joy you know
Joy you know, joy you know
It's time for love and joy you know
With friends and family
",1 minutes 13 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
8848,CoCoMelon,"CoComelon Kids Hits, Vol. 5",Hello Song,3vPMLEHi1wWX9Pt7MWzBz5,"Hello, hello, hello, hello, hello
Nice to meet you, nice to greet you
Say hello
Hello, hello, hello, hello, hello
Nice to meet you, nice to greet you
Say hello
Hello new friend, hello new friend
What's your name?
I am Cece, I am Cece, that's my name
Hello Cece, hello Cece
What do you like?
I like kittens, I like kittens, that's what I like
♪
Hello new friend, hello new friend
What's your name?
I am Cody, I am Cody, that's my name
Hello Cody, hello Cody
What do you like?
I like dinos, I like dinos, that's what I like
♪
Hello new friend, hello new friend
What's your name?
I am Nina, I am Nina, that's my name
Hello Nina, hello Nina
What do you like?
I like bunnies, I like bunnies, that's what I like
♪
Hello new friend, hello new friend
What's your name?
I am J.J., I am J.J., that's my name
Hello J.J., hello J.J.
What do you like?
I like sharks, I like sharks, that's what I like
♪
Hello, hello, hello, hello, hello
Nice to meet you, nice to greet you
Say hello
Hello, hello, hello, hello, hello
Nice to meet you, nice to greet you
Say hello
",3 minutes 4 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22419,CoCoMelon,Vehicle Fun with CoComelon,Helicopter Adventure,3ohj17XbRSq2OJuBHW6IwN,"Spinning 'round, up and down, can you hear the sound
Of the helicopter, high above the ground?
Spinning 'round, up and down, let's go for a ride
In a helicopter, high in the sky
♪
Helicopter, take us up into the sky
Looking down on every thing as we are swooping by
There are mountains, there are trees, they look so small
In our helicopter, we can see them all
Spinning 'round, up and down, can you hear the sound
Of the helicopter, high above the ground?
Spinning 'round, up and down, let's go for a ride
In a helicopter, high in the sky
Where shall we fly next?
Helicopter, take us out over the sea
Look at all the little boats as they sail underneath
There are people waving up, they look so small
In our helicopter, we can see them all
Spinning 'round, up and down, can you hear the sound
Of the helicopter, high above the ground?
Spinning 'round, up and down, let's go for a ride
In a helicopter, high in the sky
",2 minutes 24 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22366,CoCoMelon,Learning with JJ,Days of the Week Musical Chairs,2aKF7jeiI31xeJzlj3KA6P,"I look at my calendar, and what do I see?
Seven days in a row for me
Morning, afternoon, and night
Seven days in a week, that's right
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
These are the seven days of the week
It's so fun to learn the days of the week
These are the seven days of the week
I love the days of the week
Let's learn the days of the week with a game of musical chairs
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
Now, backwards
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
Yes!
Now, slowly
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
Now, faster
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
These are the seven days of the week
It's so fun to learn the days of the week
These are the seven days of the week
I love the days of the week
Sunday, Monday, Tuesday too
Wednesday, Thursday next, it's true
Friday and Saturday come and then
Sunday comes around again
",3 minutes 7 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22547,CoCoMelon,It's Cody Time,Cody's Spy Song,2C5oNVacBDqc3lnJbOYpj8,"Look around, look around, what is there to find?
Up and down, up and down, quiet as a spy
What's this?
This isn't mine
What could it be? I have to see
Find every clue, it's up to me
Today's the day I solve the mystery
Look around, look around, what is there to find?
Left and right, left and right, quiet as a spy
What's this?
I don't use a pacifier
What could it be? I have to see
Find every clue, it's up to me
Today's the day I solve the mystery
Look around, look around, what is there to find?
Over here, and under there, quiet as the spy
What's this?
I've never seen this before
What could it be? I have to see
Find every clue, it's up to me
Today's the day I solve the mystery
Look around, look around, what is there to find?
Way up top and down below, quiet as the spy
♪
Ah-ha, I've got it
What could it be? I have to see
Find every clue it's up to me
Today's the day you solve the mystery
You are going to be a big brother
I knew it
",2 minutes 32 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22471,CoCoMelon,CoComelon Hobbies and Activities,You Can Ride a Bike,5S1dsH7kpWWnUWi0iCGUHC,"You can do it, pedal, pedal
Pedal, one foot at a time
You can do it, left and right
Left, right, left, right
♪
It looks so fun to ride a bike
Pedal, pedal, left and right
When they all come riding by
Maybe I could go and try
It looks so fun to ride a bike
Pedal, pedal, left and right
When they all come riding by
Maybe I could go and try
I can do it, I will try
I can do it, it'll be fine
I can do it, what if I can't?
Can I do it? Maybe not
Yes, you're scared but it's okay
You can chase the fear away
Look inside your heart to see
The bravest person you can be
♪
Yes, you're scared but it's okay
You can chase the fear away
Look inside your heart to see
The bravest person you can be
You can do it, if you try
You can do it, give it time
You can do it, yes, you can
And we'll ride side by side!
I can do it, if I try
I can do it, give it time
I can do it, yes, I can
And we'll ride side by side!
",3 minutes 15 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22436,CoCoMelon,Animal Play,Animal Sounds,7FBmQUV2IltC91cFJtZ1DB,"Okay, Cody, okay, Jay-Jay
Here's a new game we'd like you to play
There'll be surprises all around
Can you guess the animal sound?
Animal sounds, animal sounds
Learning things we love to know
Animal sounds, animal sounds
Let's get to it, here we go
That's easy, that's a cat
Uh-uh, it's not as simple as that (huh?)
He's small and tough and lives in a hole
Is the sound of an armadillo
Animal sounds, animal sounds
Learning things we love to know
Animal sounds, animal sounds
Let's get to it, here we go
I know that, it's a bird
Uh-uh, that's not the sound that you heard (huh?)
She wiggles all day, listen to her
Is the sound of a caterpillar
Animal sounds, animal sounds
Learning things we love to know
Animal sounds, animal sounds
Let's get to it, here we go
I've got it, that's a lion
Uh-uh, you'll have to keep on trying (huh?)
Up in the tree eating leaves, he's there
Is the sound of a Koala bear
Animal sounds, animal sounds
Learning things we love to know
Animal sounds, animal sounds
Let's get to it, here we go
",2 minutes 15 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22411,CoCoMelon,Halloween Party,Bad Dream Song,2NsLFTDvrFPXraYDkQH4OI,"I can't sleep, I had a bad dream
I need mommy here with me
Daddy, please! Stay by my side
I can't sleep, although I tried
When you wake from a bad dream
Look around, what can you see?
Cozy in your happy place
Snug in bed so warm and safe
Lots of things can help you sleep
Look around, what can you see?
Hold your cuddle buddy tight
Cuddles help you sleep tonight
♪
Lots of things can help you sleep
Look around, what can you see?
Watch the night light glowing bright
Light will help you sleep tonight
(Mommy? Daddy?)
♪
When you wake from a bad dream
Look around, what can you see?
Cozy in your happy place
Snug in bed so warm and safe
Lots of things can help you sleep
Look around, what can you see?
Mommy gives a hug so tight
Hugs will help you sleep tonight
♪
When you wake from a bad dream
Look around, what can you see?
Cozy in your happy place
Snug in bed so warm and safe
",2 minutes 56 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22431,CoCoMelon,Teacher's Day,Thank You Song - School Version,13fMXxf3u37Ed3OOYgK2a9,"I'm thankful for my teacher
I'm thankful for my friends
I'm thankful for the things we learn
The Thank You's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
""Miss Appleberry, for teaching me the music notes""
""Miss Appleberry, for making me easy to sleep at nap time""
""Miss Appleberry, for helping me the first day of school""
I'm thankful for my teacher
I'm thankful for my friends
I'm thankful for the things we learn
The Thank You's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
""Cece, for showing me how to twirl""
""Bella, for sharing her toys with me""
""JJ, for cheering me up when I lost the game""
I'm thankful for my teacher
I'm thankful for my friends
I'm thankful for the things we learn
The Thank You's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
""Nina, for sharing her lunch with me""
""Cody, for helping me finish the race""
""Nico, for playing music with me""
I'm thankful for my teacher
I'm thankful for my friends
I'm thankful for the things we learn
The Thank You's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
""For stretching, so I can touch my toes""
""For Field Day and playing tug of war""
""For Beach Day and all the sea animals""
I'm thankful for my teacher
I'm thankful for my friends
I'm thankful for the things we learn
The Thank You's never end
What are you thankful for?
What are you thankful for?
What are you thankful for?
""I'm thankful for all of you!""
",3 minutes 8 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22342,CoCoMelon,CoComelon Christmas Time,Tom Tom's Holiday Giving Song,6PbzCjv1kjqAyYJDrfq5BI,"Always by my side
Ready for a hug
Ready for a kiss
I see my shining star
And I whisper it a wish
♪
(Star star)
It can be hard to share
But then I see you smile
It's like a big warm hug
Or coco in my mug
So I'll try my best to share
To show you that I care
Always by my side
Ready for a hug
Ready for a kiss
I see my shining star
And I whisper it a wish
It can be hard to share
But then I see you smile
It's like a big warm hug
Or coco in my mug
(Can I sleep with you and star star tonight?)
So I'll try my best to share
To show you that I care
♪
Always by my side
Ready for a hug
Ready for a kiss
I see my shining star
And I whisper it a wish
♪
It can be hard to share
But then I see you smile
It's like a big warm hug
Or coco in my mug
It turns out making you so happy
Makes me so happy too
",3 minutes 26 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
8806,CoCoMelon,Nursery Rhyme Classics,I'm a Little Teapot,16nVTwiUhQdOD8BWh8SfXP,"I'm a little teapot short and stout
This is my handle, this is my spout
When I get all steamed up hear me shout
Tip me over and pour me out
♪
I'm a clever teapot, yes, it's true
Here's an example of what I can do
I can change my handle into a spout
Tip me over and pour me out
♪
I'm a little teapot short and stout
This is my handle, this is my spout
When I get all steamed up hear me shout
Tip me over and pour me out
♪
I'm a clever teapot, yes, it's true
Here's an example of what I can do
I can change my handle into a spout
Tip me over and pour me out
",1 minutes 44 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22352,CoCoMelon,Let's Play!,Hot Potato - Pass It Quick,47OTBDHqqxiUTENLP4rEFl,"Let's learn how to play hot potato
Yay
Standing in a big circle
Hold the hot potato
When the music starts to play
Pass it quickly, ready, go
I'm passing it to Cody
Pass it quickly, pass it, pass it
Stay still as we throw it
When the music stops, we freeze
You got the hot potato
Standing in a big circle
Who's got the hot potato?
When the music stops, you'll see who got the hot potato
Pass it quickly, pass it, pass it
Stay still as we throw it
When the music stops, we freeze
You got the hot potato
You got the hot potato, Cody
Now you can sit and watch
As we pass it a little bit faster
Standing in a big circle
Hold the hot potato
When the music starts to play
Pass it quickly, ready, go
I'm passing it to Bella
Pass it quickly, pass it, pass it
Stay still as we throw it
When the music stops, we freeze
You got the hot potato
♪
Yay
Standing in a big circle
Who's got the hot potato?
When the music stops, you'll see who got the hot potato
Pass it quickly, pass it, pass it
Stay still as we throw it
When the music stops, we freeze
We played 'hot potato'
Yay
And that's how you play 'hot potato'
",1 minutes 58 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
22529,CoCoMelon,CoComelon Essentials,First Day of School,6Sh2h8v1pwTbsFXx54HlQ8,"Today's the day it's the first day of school
So many new things to learn and do
I'm so excited, but nervous too
But it will be okay on my first day of school
Do you have your backpack? (Yes I do)
Do you have your shoes? (Yes I do)
Do you have your lunch? (Yes I do)
Do you have your Teddy? (Yes I do)
Today's the day, it's the first day of school
So many new things to learn and do
I'm so excited but nervous too
But it will be okay on my first day of school
Will you greet your teacher? (Yes I will)
Will you make new friends? (Yes I will)
Will you play some games? (Yes I will)
Will you learn new things? (Yes I will)
Today's the day, it's the first day of school
So many new things to learn and do
I'm so excited, but nervous too
But it will be okay on my first day of school
Are you excited? (Yes I am)
Are you nervous? (Yes I am)
Are you smiling? (Yes I am)
Are you ready? (Yes I am)
Today's the day, it's my first day of school
So many new things to learn and do
I'm so excited but nervous too
But it will be okay on my first day of school
Did you find your cubby? (Yes I did)
Did you hang your backpack? (Yes I did)
Did you give a hug? (Yes I did)
Did you say goodbye? (Bye-bye) (yes I did)
",2 minutes 39 seconds,"[""children's music"", 'nursery', ""preschool children's music""]",joy,medium
