,artist,genre,track,duration,release_date,explicit,album,track_id,lyrics,emotion,intensity
10,Taylor Swift,pop,Come Back...Be Here,223,2017-11-09,False,reputation Stadium Tour Surprise Song Playlist,5hiqtrACtMJkNpaNHj0n9Z,"You said it in a simple way 4:00 a.m. the second day How strange that I don't know you at all Stumbled through the long goodbye One last kiss, then catch your flight Right when I was just about to fall I told myself, don't get attached But in my mind, I play it back Spinning faster than the plane that took you And this is when the feeling sinks in I don't wanna miss you like this Come back, be here Come back, be here I guess you're in New York today I don't wanna need you this way Come back, be here Come back, be here ♪ The delicate beginning rush The feeling you can know so much Without knowing anything at all And now that I can put this down If I had known what I'd known now I never would've played so nonchalant Taxi cabs and busy streets That never bring you back to me I can't help but wish you took me with you And this is when the feeling sinks in I don't wanna miss you like this Come back, be here Come back, be here I guess you're in London today And I don't wanna need you this way Come back, be here Come back, be here ♪ This is falling in love in the cruelest way This is falling for you and you are worlds away In New York, be here But you're in London, and I break down 'Cause it's not fair that you're not around This is when the feeling sinks in I don't wanna miss you like this Come back, be here Come back, be here I guess you're in New York today And I don't wanna need you this way Come back, be here Come back, be here Oh-oh, oh-oh I don't wanna miss you like this Oh-oh, oh-oh Come back, be here Come back, be here ",pensiveness,1
11,Little Big Town,pop,Better Man,263,2017-11-09,False,reputation Stadium Tour Surprise Song Playlist,3EXetjrGgwIjDRNn6YA8sa,"I know I'm probably better off on my own Than loving a man who Didn't know what he had when he had it And I see the permanent damage you did to me Never again, I just wish I could forget when it was magic I wish it wasn't 4 AM standing in the mirror Saying to myself, you know you had to do it I know the bravest thing I ever did was run Sometimes in the middle of the night I can feel you again But I just miss you And I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you And I just wish you were a better man A better man I know I'm probably better off all alone Than needing a man Who could change his mind at any given minute And it's always on your terms I'm hanging on every careless word Hoping it might turn sweet again Like it was in the beginning But your jealousy, I can hear it now You're talking down to me like I'll always be around You push my love away Like it's some kind of loaded gun Boy, you never thought I'd run Sometimes in the middle of the night I can feel you again And I just miss you And I just wish you were a better man And I know why we had to say goodbye Like the back of my hand I just miss you And I just wish you were a better man A better man Ooh, ooh, ooh, better man ♪ I hold onto this pride Because, these days, it's all I have And I gave you my best And we both know you can't say that You can't say that I wish you were a better man I wonder what we would've become If you were a better man We might still be in love If you were a better man You would've been the one If you were a better man Yeah Sometimes in the middle of the night I can feel you again And I just miss you And I just wish you were a better man And I know why we had to say goodbye Like the back of my hand And I just miss you And I just wish you were a better man ♪ We might still be in love If you were a better man A better man ",grief,3
12,Taylor Swift,pop,State Of Grace - Acoustic,323,2012-10-22,False,Red (Deluxe Edition),5mfDBWY7ncZFm7ykmFTG4i,"I'm walking fast, through the traffic lights Busy streets and busy lives And all we know is touch and go We are alone with our changing minds We fall in love 'til it hurts or bleeds Or fades in time ♪ And I never saw you coming ♪ And I'll never be the same ♪ You come around and the armor falls Pierce the room like a cannon ball Now all we know is don't let go We are alone, just you and me Up in your room and our slates are clean Just twin fire signs, four blue eyes So you were never a saint And I loved in shades of wrong We learn to live with the pain Mosaic broken hearts But this love is brave and wild I never saw you coming ♪ And I'll never be the same ♪ This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right These are the hands of fate You're my Achilles' heel This is the golden age Of something good and right and real And I never saw you coming ♪ And I'll never be the same ♪ I never saw you coming ♪ And I'll never be the same ♪ This is a state of grace This is the worthwhile fight Love is a ruthless game Unless you play it good and right ",pensiveness,1
13,Taylor Swift,pop,Better Than Revenge - Live/2011,344,2010-10-25,False,Speak Now World Tour Live,6505MLhnqTDDg4tjoUz2Wp,"Now go stand in the corner and think about what you did ♪ The story starts when it was hot and it was summer And I had it all, I had him right there where I wanted him She came along, got him alone, and let's hear the applause She took him faster than you can say sabotage I never saw it coming, wouldn't have suspected it I underestimated just who I was dealing with She had to know the pain was beating on me like a drum She underestimated just who she was stealing from She's not a saint And she's not what you think She's an actress, woah But she's better known For things that she does on the mattress, woah Soon she's gonna find Stealing other people's toys on the playground Won't make you many friends She should keep in mind She should keep in mind There is nothing I do better than revenge ♪ She looks at life like it's a party And she's on the list She looks at me like I'm a trend And she's so over it I think her ever-present frown is a little troubling She thinks I'm psycho 'cause I like to rhyme her name with things But sophistication isn't what you wear or who you know Or pushing people down to get you where you want to go They don't teach you that in prep school So it's up to me But no amount of vintage dresses gives you dignity She's not a saint And she's not what you think She's an actress, woah But she's better known For things that she does on the mattress, woah Soon she's gonna find Stealing other people's toys on the playground Won't make you many friends She should keep in mind She should keep in mind There is nothing I do better than revenge ♪ I'm just another thing for you roll your eyes at honey You might have him but haven't you heard I'm just another thing for you roll your eyes at honey You might have him but, I always get the last word Woah ♪ She's not a saint And she's not what you think She's an actress, woah But she's better known For things that she does on the mattress, woah Soon she's gonna find Stealing other people's toys on the playground Won't make you many friends She should keep in mind She should keep in mind There is nothing I do better than revenge Do you still feel like you know what you're doing Cause I don't think you do Do you still feel like you know what you're doing I don't think you do Don't think you do Lets hear the applause Come on show me how much better you are See you deserve some applause Cause you're so much better She took him faster than you can say sabotage! ",anger,2
14,Taylor Swift,pop,Mean,237,2010-10-25,False,Speak Now,0KztjtD3ytzgYjUKIVfBnW,"You, with your words like knives And swords and weapons that you use against me You have knocked me off my feet again Got me feeling like I'm nothing You, with your voice like nails on a chalkboard Calling me out when I'm wounded You, picking on the weaker man ♪ Well, you can take me down With just one single blow But you don't know what you don't know Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? ♪ You, with your switching sides And your wildfire lies and your humiliation You have pointed out my flaws again As if I don't already see them I walk with my head down Trying to block you out, 'cause I'll never impress you I just wanna feel okay again I bet you got pushed around Somebody made you cold But the cycle ends right now 'Cause you can't lead me down that road And you don't know what you don't know Someday, I'll be living in a big old city And all you're ever gonna be is mean Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean Why you gotta be so mean? ♪ And I can see you years from now in a bar Talking over a football game With that same big loud opinion But nobody's listening Washed up and ranting about the same old bitter things  Drunk and grumbling on about how I can't sing But all you are is mean  All you are is mean And a liar, and pathetic, and alone in life And mean, and mean, and mean, and mean But someday, I'll be living in a big old city And all you're ever gonna be is mean, yeah Someday, I'll be big enough so you can't hit me And all you're ever gonna be is mean (Why you gotta be so mean?) Someday, I'll be living in a big old city (Why you gotta be so mean?) And all you're ever gonna be is mean (Why you gotta be so mean?) Someday, I'll be big enough so you can't hit me (Why you gotta be so mean?) And all you're ever gonna be is mean Why you gotta be so mean? ",contempt,2
15,Taylor Swift,pop,Should've Said No - Live From Clear Channel Stripped 2008,228,2008-06-28,False,Live From Clear Channel Stripped 2008,5a9hUL6ZuiagZhazwrtwHF,"It's strange to think the songs we used to sing The smiles, the flowers, everything is gone  Yesterday I found out about you Even now just looking at you feels wrong  You say that you'd take it all back, given one chance It was a moment of weakness and you said yes You should've said no You should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd get back to me And I should've been there, in the back of your mind I shouldn't be asking myself why You shouldn't be begging for forgiveness at my feet You should've said no, baby and you might still have me ♪ You can see that I've been crying And baby you know all the right things to say  But do you honestly expect me to believe We could ever be the same You say that the past is the past, you need one chance It was a moment of weakness and you said yes You should've said no You should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd get back to me And I should've been there, in the back of your mind I shouldn't be asking myself why You shouldn't be begging for forgiveness at my feet You should've said no, baby and you might still have me Oh oh oh ♪ I can't resist, before you go, tell me this Was it worth it? Was she worth this? No, oh no, no, no, no, no You should've said no You should've gone home You should've thought twice 'fore you let it all go You should've known that word 'Bout what you did with her'd get back to me And I should've been there, in the back of your mind I shouldn't be asking myself why You shouldn't be begging for forgiveness at my feet You should've said no, baby and you might still have me ",remorse,2
16,Taylor Swift,pop,I'm Only Me When I'm With You,213,2006-10-24,False,Taylor Swift,7CzxXgQXurKZCyHz9ufbo1,"Friday night beneath the stars In a field behind your yard You and I are painting pictures in the sky And sometimes we don't say a thing Just listen to the crickets sing Everything I need is right here by my side And I know everything about you I don't wanna live without you I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only trying to Let you know that what I feel is true And I'm only me when I'm with you  ♪ Just a small town boy and girl Living in a crazy world Tryin' to figure out what is and isn't true And I don't try to hide my tears The secrets, or my deepest fears Through it all nobody gets me like you do And you know everything about me You say that you can't live without me I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only trying to Let you know that what I feel is true And I'm only me when I'm with you ♪ When I'm with anybody else It's so hard to be myself Only you can tell That I'm only up when you're not down Don't wanna fly if you're still on the ground It's like no matter what I do Well, you drive me crazy half the time The other half I'm only trying to Let you know that what I feel is true And I'm only me, who I wanna be Well, I'm only me when I'm with you With you, oh yeah ",pensiveness,1
17,Taylor Swift,pop,A Perfectly Good Heart,220,2006-10-24,False,Taylor Swift,0YgHuReCSPwTXYny7isLja,"Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? ♪ Maybe I should've seen the signs, should've read the writing on the wall And realized by the distance in your eyes that I would be the one to fall No matter what you say, I still can't believe That you would walk away It don't make sense to me, but Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart,now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? It's not unbroken anymore How do I get it back the way it was before? ♪ Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? Why would you wanna break a perfectly good heart? Why would you wanna take our love and tear it all apart, now? Why would you wanna make the very first scar? Why would you wanna break a perfectly good heart? ",grief,3
18,Taylor Swift,pop,Cruel Summer - LP Giobbi Remix - Extended Version,253,2023-10-19,False,The Cruelest Summer,0ISHfeb30gj4CSWUZYuesj,"Fever dream high in the quiet of the night You know that I caught it Bad, bad boy, shiny toy with a price You know that I bought it Killing me slow, out the window I'm always waiting for you to be waiting below Devils roll the dice, angels roll their eyes What doesn't kill me makes me want you more And it's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you With you With you With you It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you Hang your head low in the glow of the vending machine I'm not dying We say that we'll just screw it up in these trying times We're not trying So cut the headlights, summer's a knife I'm always waiting for you just to cut to the bone Devils roll the dice, angels roll their eyes And if I bleed, you'll be the last to know Oh, it's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you I'm drunk in the back of the car And I cried like a baby coming home from the bar (oh) Said, ""I'm fine,"" but it wasn't true I don't wanna keep secrets just to keep you And I snuck in through the garden gate Every night that summer, just to seal my fate (oh) And I scream, ""For whatever it's worth I love you, ain't that the worst thing you ever heard?"" He looks up, grinning like a devil Ooh, whoa-oh It's a cruel summer Ooh, whoa-oh It's a cruel summer It's new, the shape of your body It's blue, the feeling I've got And it's ooh, whoa-oh It's a cruel summer It's cool, that's what I tell 'em No rules in breakable heaven But ooh, whoa-oh It's a cruel summer with you ",joy,2
19,Taylor Swift,pop,Lavender Haze - Jungle Remix,235,2023-03-03,True,Lavender Haze (Remixes),0ThxqUZ9PwS6n0UT5i1XH6,"Staring at the ceiling with you Oh, you don't ever say too much And you don't really read into My melancholia I've been under scrutiny (golly) You handle it beautifully (beau') All this shit is new to me (golly) (New to me) new to me, (new to me) new to me I've been under scrutiny You handle it beautifully All this shit is new to me (New to me) new to me, (new to me) I feel the lavender haze creeping up on me Surreal (golly) (New to me) new to me, (new to me) new to me No deal, the 1950s shit they want from me I just wanna stay in that lavender haze All this shit is new to me (golly) All this shit is, new All this shit is new to me (golly) (New to me) new to me, (new to me) new to me New to me (new to me), new to me (new to me) New to me (new to me, new to me), new to me (new to me) (golly) I find it dizzying (golly) They're bringing up my history (you) But you aren't even listening (golly) (New to me) new to me, (new to me) new to me ♪ I feel the lavender haze creeping up on me Surreal (All this shit is new to me) No deal, the 1950s shit they want from me (All this shit is new to me) I just wanna stay in that lavender haze (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) I feel the lavender haze creeping up on me Surreal I feel I just wanna stay in that lavender haze In that lavender haze In that lavender haze  I just wanna stay in that lavender haze All this shit is new to me (golly) All this shit is, new All this shit is new to me (golly) (New to me) new to me, (new to me) new to me (lavender haze) New to me (new to me), new to me (new to me) New to me (new to me, new to me), new to me (new to me) (in that lavender haze) All this shit is new to me (golly) All this shit is, new All this shit is new to me (golly) (New to me) new to me, (new to me) new to me New to me (new to me), new to me (new to me) New to me (new to me, new to me), new to me (new to me) (golly) ♪ (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) ♪ (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) (All this shit is new to me) ",surprise,2
